employee_id,browser,device,operating_system,location,login_hour,failed_attempts,new_device,new_location,label
EMP026,Firefox,Laptop,macOS,Mumbai,15,1,No,No,Normal
EMP060,Edge,Unknown,Linux,Russia,1,6,Yes,Yes,Suspicious
EMP016,Chrome,Mobile,macOS,Bengaluru,15,1,No,No,Normal
EMP019,Edge,Laptop,Linux,China,23,5,Yes,Yes,Suspicious
EMP034,Firefox,Laptop,Windows,Russia,22,5,Yes,Yes,Suspicious
EMP014,Edge,Desktop,Android,Hyderabad,16,0,No,No,Normal
EMP048,Edge,Desktop,Windows,Chennai,11,0,No,No,Normal
EMP083,Chrome,Mobile,iOS,Mumbai,9,0,No,No,Normal
EMP074,Edge,Desktop,macOS,Chennai,8,1,No,No,Normal
EMP028,Safari,Laptop,Windows,Hyderabad,18,1,No,No,Normal
EMP064,Firefox,Laptop,Android,Bengaluru,8,0,Yes,No,Normal
EMP083,Safari,Desktop,Windows,Mumbai,14,0,No,No,Normal
EMP063,Edge,Mobile,iOS,Chennai,14,1,No,Yes,Normal
EMP004,Firefox,Laptop,macOS,Bengaluru,8,1,Yes,No,Normal
EMP032,Firefox,Desktop,Android,Delhi,13,0,No,No,Normal
EMP023,Firefox,Mobile,Windows,Bengaluru,17,1,No,No,Normal
EMP019,Firefox,Mobile,macOS,Delhi,8,1,Yes,Yes,Normal
EMP008,Edge,Laptop,iOS,Mumbai,10,1,No,No,Normal
EMP017,Edge,Desktop,iOS,Hyderabad,8,1,Yes,No,Normal
EMP047,Edge,Laptop,Windows,Chennai,10,0,No,Yes,Normal
EMP018,Firefox,Mobile,Android,Delhi,9,1,No,No,Normal
EMP076,Safari,Mobile,Android,Mumbai,10,1,No,Yes,Normal
EMP051,Safari,Laptop,macOS,Bengaluru,10,0,Yes,Yes,Normal
EMP014,Chrome,Desktop,iOS,Mumbai,17,0,Yes,Yes,Normal
EMP012,Edge,Laptop,Windows,Bengaluru,13,1,No,Yes,Normal
EMP045,Firefox,Laptop,Windows,Mumbai,11,0,Yes,No,Normal
EMP022,Chrome,Mobile,Windows,Chennai,14,1,Yes,No,Normal
EMP084,Safari,Laptop,macOS,Delhi,14,0,No,Yes,Normal
EMP034,Edge,Desktop,Android,Chennai,8,1,No,No,Normal
EMP044,Chrome,Laptop,Linux,Hyderabad,10,0,Yes,No,Normal
EMP021,Safari,Mobile,Windows,Hyderabad,18,0,Yes,No,Normal
EMP085,Chrome,Unknown,Linux,London,22,5,Yes,Yes,Suspicious
EMP047,Edge,Desktop,Windows,Hyderabad,17,1,No,No,Normal
EMP027,Firefox,Laptop,Windows,China,0,3,Yes,Yes,Suspicious
EMP061,Chrome,Unknown,Windows,Russia,2,6,Yes,Yes,Suspicious
EMP024,Firefox,Desktop,iOS,Hyderabad,10,1,No,No,Normal
EMP020,Firefox,Laptop,Android,Mumbai,11,1,Yes,No,Normal
EMP050,Chrome,Desktop,macOS,Delhi,14,0,Yes,No,Normal
EMP051,Safari,Mobile,Android,Delhi,11,1,No,No,Normal
EMP023,Chrome,Mobile,iOS,Delhi,17,0,No,No,Normal
EMP056,Edge,Desktop,Linux,Bengaluru,8,1,No,Yes,Normal
EMP072,Edge,Mobile,macOS,Mumbai,19,0,No,No,Normal
EMP020,Firefox,Laptop,iOS,Hyderabad,8,1,No,No,Normal
EMP037,Edge,Desktop,Linux,Russia,4,3,Yes,Yes,Suspicious
EMP061,Firefox,Laptop,macOS,Hyderabad,18,1,Yes,Yes,Normal
EMP043,Chrome,Laptop,Linux,London,0,6,Yes,Yes,Suspicious
EMP040,Chrome,Mobile,Android,Mumbai,13,0,No,No,Normal
EMP100,Safari,Mobile,Windows,Bengaluru,10,1,Yes,No,Normal
EMP028,Firefox,Mobile,Android,Delhi,18,0,No,No,Normal
EMP009,Safari,Mobile,Android,Delhi,13,0,Yes,No,Normal
EMP008,Safari,Desktop,iOS,Delhi,8,0,No,No,Normal
EMP051,Safari,Desktop,macOS,Bengaluru,12,1,No,Yes,Normal
EMP023,Chrome,Mobile,Windows,Bengaluru,13,1,Yes,No,Normal
EMP089,Safari,Mobile,iOS,Mumbai,13,0,No,Yes,Normal
EMP029,Firefox,Laptop,Linux,China,23,4,Yes,Yes,Suspicious
EMP083,Edge,Laptop,Android,Delhi,8,0,No,No,Normal
EMP055,Firefox,Unknown,Windows,Unknown,22,5,Yes,Yes,Suspicious
EMP080,Firefox,Laptop,macOS,Bengaluru,15,1,Yes,Yes,Normal
EMP014,Chrome,Desktop,iOS,Mumbai,16,1,No,Yes,Normal
EMP067,Firefox,Laptop,macOS,Mumbai,12,1,No,No,Normal
EMP084,Chrome,Mobile,Android,Mumbai,18,0,Yes,No,Normal
EMP074,Firefox,Laptop,Android,Hyderabad,14,0,Yes,Yes,Normal
EMP065,Firefox,Mobile,Linux,Delhi,18,1,Yes,No,Normal
EMP095,Edge,Mobile,iOS,Bengaluru,12,0,No,No,Normal
EMP040,Edge,Mobile,macOS,Chennai,11,1,No,Yes,Normal
EMP007,Firefox,Laptop,macOS,Delhi,12,1,No,No,Normal
EMP053,Chrome,Laptop,Linux,Delhi,9,1,Yes,No,Normal
EMP019,Firefox,Unknown,Linux,Unknown,3,6,Yes,Yes,Suspicious
EMP008,Edge,Desktop,Android,Mumbai,18,0,No,Yes,Normal
EMP017,Chrome,Unknown,Linux,China,3,3,Yes,Yes,Suspicious
EMP026,Safari,Laptop,Android,Hyderabad,14,0,No,Yes,Normal
EMP032,Chrome,Laptop,iOS,Bengaluru,8,0,Yes,Yes,Normal
EMP006,Firefox,Laptop,Linux,Chennai,14,1,No,No,Normal
EMP018,Firefox,Laptop,iOS,Delhi,16,1,No,Yes,Normal
EMP094,Safari,Laptop,Linux,Bengaluru,14,0,No,No,Normal
EMP092,Edge,Mobile,Windows,Delhi,16,0,No,No,Normal
EMP085,Chrome,Laptop,macOS,Delhi,17,0,Yes,No,Normal
EMP016,Firefox,Unknown,Linux,London,3,6,Yes,Yes,Suspicious
EMP085,Safari,Mobile,Linux,Bengaluru,19,0,No,No,Normal
EMP066,Edge,Laptop,Linux,London,23,3,Yes,Yes,Suspicious
EMP100,Chrome,Laptop,Windows,Chennai,15,0,Yes,No,Normal
EMP027,Edge,Laptop,Android,Mumbai,10,0,Yes,No,Normal
EMP086,Safari,Laptop,Linux,Chennai,8,0,No,Yes,Normal
EMP034,Chrome,Mobile,Windows,Chennai,12,0,No,No,Normal
EMP015,Chrome,Desktop,Windows,Mumbai,13,1,No,Yes,Normal
EMP057,Firefox,Unknown,Linux,China,2,5,Yes,Yes,Suspicious
EMP052,Firefox,Mobile,Windows,Mumbai,13,0,No,No,Normal
EMP090,Firefox,Laptop,Android,Hyderabad,18,0,No,No,Normal
EMP049,Edge,Desktop,Android,Delhi,15,1,No,Yes,Normal
EMP006,Chrome,Mobile,Linux,Hyderabad,15,0,No,No,Normal
EMP067,Edge,Laptop,Linux,China,22,5,Yes,Yes,Suspicious
EMP079,Chrome,Laptop,Linux,Hyderabad,13,1,No,Yes,Normal
EMP010,Edge,Unknown,Windows,London,23,4,Yes,Yes,Suspicious
EMP049,Firefox,Desktop,macOS,Mumbai,8,0,Yes,Yes,Normal
EMP058,Edge,Desktop,Android,Hyderabad,17,1,No,No,Normal
EMP071,Safari,Mobile,Windows,Chennai,14,1,No,Yes,Normal
EMP044,Firefox,Desktop,Windows,China,22,6,Yes,Yes,Suspicious
EMP047,Chrome,Desktop,Android,Mumbai,16,1,Yes,Yes,Normal
EMP071,Chrome,Desktop,Linux,Chennai,13,1,Yes,No,Normal
EMP079,Chrome,Desktop,Linux,Hyderabad,10,1,No,No,Normal
EMP092,Firefox,Laptop,Linux,London,23,4,Yes,Yes,Suspicious
EMP065,Safari,Desktop,iOS,Chennai,15,1,Yes,Yes,Normal
EMP066,Chrome,Unknown,Linux,London,23,6,Yes,Yes,Suspicious
EMP085,Edge,Mobile,iOS,Bengaluru,19,0,No,No,Normal
EMP044,Firefox,Mobile,Android,Hyderabad,17,0,No,No,Normal
EMP041,Safari,Desktop,Linux,Hyderabad,17,1,Yes,Yes,Normal
EMP087,Edge,Desktop,Linux,Delhi,19,1,Yes,No,Normal
EMP098,Edge,Desktop,Linux,Unknown,22,3,Yes,Yes,Suspicious
EMP067,Safari,Mobile,iOS,Hyderabad,18,1,No,No,Normal
EMP097,Chrome,Unknown,Linux,Russia,1,5,Yes,Yes,Suspicious
EMP005,Firefox,Mobile,macOS,Bengaluru,8,1,No,Yes,Normal
EMP090,Safari,Desktop,iOS,Delhi,11,1,No,Yes,Normal
EMP002,Chrome,Laptop,Android,Hyderabad,18,1,Yes,No,Normal
EMP095,Edge,Mobile,Android,Bengaluru,18,1,Yes,Yes,Normal
EMP095,Edge,Laptop,Android,Bengaluru,18,0,No,No,Normal
EMP075,Safari,Desktop,Android,Mumbai,16,1,No,No,Normal
EMP007,Chrome,Laptop,Android,Bengaluru,8,0,No,Yes,Normal
EMP068,Firefox,Laptop,iOS,Delhi,13,0,Yes,No,Normal
EMP052,Edge,Mobile,Windows,Delhi,10,1,Yes,Yes,Normal
EMP028,Firefox,Unknown,Windows,Unknown,2,5,Yes,Yes,Suspicious
EMP083,Safari,Mobile,Windows,Chennai,18,1,No,No,Normal
EMP093,Edge,Desktop,macOS,Hyderabad,9,1,No,Yes,Normal
EMP025,Firefox,Mobile,iOS,Hyderabad,15,0,No,Yes,Normal
EMP027,Chrome,Desktop,Linux,Delhi,16,0,Yes,No,Normal
EMP096,Edge,Mobile,Android,Chennai,11,1,Yes,No,Normal
EMP033,Chrome,Laptop,macOS,Chennai,9,0,No,No,Normal
EMP003,Edge,Laptop,Android,Hyderabad,15,1,No,No,Normal
EMP046,Chrome,Mobile,Windows,Delhi,9,0,Yes,No,Normal
EMP051,Chrome,Laptop,macOS,Delhi,9,1,No,No,Normal
EMP070,Chrome,Laptop,Linux,Delhi,11,0,Yes,No,Normal
EMP001,Edge,Laptop,macOS,Chennai,16,0,No,No,Normal
EMP093,Safari,Mobile,iOS,Chennai,12,0,Yes,Yes,Normal
EMP033,Safari,Mobile,iOS,Bengaluru,10,0,No,Yes,Normal
EMP038,Firefox,Desktop,Linux,London,22,3,Yes,Yes,Suspicious
EMP086,Firefox,Desktop,Linux,Delhi,15,1,No,No,Normal
EMP043,Chrome,Laptop,iOS,Chennai,11,1,No,No,Normal
